player_id,player,year,round,pick,position,school,last_name,first_name
24144,Bill Curley,1994,1,22,PF,Boston College,Curley,Bill
24145,Dell Curry,1986,1,15,SG/SF,Virginia Tech,Curry,Dell
24146,Eddy Curry,2001,1,4,C,Thornwood HS,Curry,Eddy
24147,JamesOn Curry,2007,2,51,PG,Oklahoma State,Curry,JamesOn
24150,Stephen Curry,2009,1,7,PG,Davidson,Curry,Stephen
24152,Quintin Dailey,1982,1,7,SG,San Francisco,Dailey,Quintin
24153,Samuel Dalembert,2001,1,26,C,Seton Hall,Dalembert,Samuel
24154,Erick Dampier,1996,1,10,C,Mississippi State,Dampier,Erick
24155,Antonio Daniels,1997,1,4,PG,Bowling Green,Daniels,Antonio
24161,Yinka Dare,1994,1,14,C,George Washington,Dare,Yinka
24163,Brad Daugherty,1986,1,1,C,North Carolina,Daugherty,Brad
24165,Jermareo Davidson,2007,2,36,PF,Alabama,Davidson,Jermareo
24167,Anthony Davis,2012,1,1,PF/C,Kentucky,Davis,Anthony
24168,Antonio Davis,1990,2,45,F/C,UTEP,Davis,Antonio
24169,Baron Davis,1999,1,3,PG,UCLA,Davis,Baron
24170,Ben Davis,1996,2,43,F,Arizona,Davis,Ben
24171,Brian Davis,1992,2,48,F/G,Duke,Davis,Brian
24172,Charles Davis,1981,2,35,F,Vanderbilt,Davis,Charles
24173,Dale Davis,1991,1,13,PF,Clemson,Davis,Dale
24174,Deyonta Davis,2016,2,31,PF/C,Michigan State,Davis,Deyonta
24175,Ed Davis,2010,1,13,PF,North Carolina,Davis,Ed
24177,Glen Davis,2007,2,35,PF,LSU,Davis,Glen
24178,Hubert Davis,1992,1,20,SG,North Carolina,Davis,Hubert
24181,Mark Davis,1995,2,48,G/F,Texas Tech,Davis,Mark
24182,Mike Davis,1983,2,42,SG,Alabama,Davis,Mike
24183,Monti Davis,1980,1,21,F,Tennessee State,Davis,Monti
24184,Paul Davis,2006,2,34,C,Michigan State,Davis,Paul
24185,Ricky Davis,1998,1,21,G/F,Iowa,Davis,Ricky
24188,Johnny Dawkins,1986,1,10,PG,Duke,Dawkins,Johnny
24190,Branden Dawson,2015,2,56,SF,Michigan State,Dawson,Branden
24193,Todd Day,1992,1,8,SG,Arkansas,Day,Todd
24194,Austin Daye,2009,1,15,SF,Gonzaga,Daye,Austin
24198,Andrew DeClercq,1995,2,34,PF/C,Florida,DeClercq,Andrew
24200,Terry Dehere,1993,1,13,SG,Seton Hall,Dehere,Terry
24202,Sam Dekker,2015,1,18,SF,Wisconsin,Dekker,Sam
24203,Vinny Del Negro,1988,2,29,SG,NC State,Del Negro,Vinny
24206,Carlos Delfino,2003,1,25,SG,Skipper Bologna,Delfino,Carlos
24207,Tony Delk,1996,1,16,G,Kentucky,Delk,Tony
24209,Fennis Dembo,1988,2,30,PF,Wyoming,Dembo,Fennis
24212,Luol Deng,2004,1,7,SF,Duke,Deng,Luol
24215,DeMar DeRozan,2009,1,9,SG,USC,DeRozan,DeMar
24216,Derrick Dial,1998,2,52,SG,Eastern Michigan,Dial,Derrick
24217,Cheick Diallo,2016,2,33,PF/C,Kansas,Diallo,Cheick
24218,Boris Diaw,2003,1,21,PF,Pau-Orthez,Diaw,Boris
24220,Guillermo Diaz,2006,2,52,G,Miami (FL),Diaz,Guillermo
24221,Dan Dickau,2002,1,28,PG,Gonzaga,Dickau,Dan
24222,Kaniel Dickens,2000,2,50,F,Idaho,Dickens,Kaniel
24223,Michael Dickerson,1998,1,14,SG,Arizona,Dickerson,Michael
24224,Travis Diener,2005,2,38,G,Marquette,Diener,Travis
24225,Gorgui Dieng,2013,1,21,C,Louisville,Dieng,Gorgui
24228,Spencer Dinwiddie,2014,2,38,PG/SG,Colorado,Dinwiddie,Spencer
24229,Ike Diogu,2005,1,9,F,Arizona State,Diogu,Ike
24230,DeSagana Diop,2001,1,8,C,Oak Hill Academy,Diop,DeSagana
24231,Vlade Divac,1989,1,26,C,KK Partizan,Divac,Vlade
24232,Juan Dixon,2002,1,17,PG,Maryland,Dixon,Juan
24234,Michael Doleac,1998,1,12,C,Utah,Doleac,Michael
24237,Keyon Dooling,2000,1,10,SG,Missouri,Dooling,Keyon
24238,Joey Dorsey,2008,2,33,PF,Memphis,Dorsey,Joey
24239,Tyler Dorsey,2017,2,41,SG,Oregon,Dorsey,Tyler
24240,Damyean Dotson,2017,2,44,SG,Houston,Dotson,Damyean
24241,Quincy Douby,2006,1,19,G,Rutgers,Douby,Quincy
24244,Sherman Douglas,1989,2,28,G,Syracuse,Douglas,Sherman
24245,Toney Douglas,2009,1,29,PG,Florida State,Douglas,Toney
24246,Chris Douglas-Roberts,2008,2,40,SG,Memphis,Douglas-Roberts,Chris
24251,Greg Dreiling,1986,2,26,C,Kansas,Dreiling,Greg
24252,Bryce Drew,1998,1,16,PG,ValparaÃ­so,Drew,Bryce
24254,Larry Drew,1980,1,17,G,Missouri,Drew,Larry
24255,Clyde Drexler,1983,1,14,SG,Houston,Drexler,Clyde
24257,Predrag Drobnjak,1997,2,48,C,KK Partizan,Drobnjak,Predrag
24259,Andre Drummond,2012,1,9,C,Connecticut,Drummond,Andre
24260,Kevin Duckworth,1986,2,33,C,Eastern Illinois,Duckworth,Kevin
24262,Jared Dudley,2007,1,22,SF,Boston College,Dudley,Jared
24264,Chris Duhon,2004,2,38,PG,Duke,Duhon,Chris
24266,Joe Dumars,1985,1,18,SG,McNeese State,Dumars,Joe
24267,Richard Dumas,1991,2,46,F,Hapoel Holon,Dumas,Richard
24268,Tony Dumas,1994,1,19,SG,UMKC,Dumas,Tony
24269,Tim Duncan,1997,1,1,PF/C,Wake Forest,Duncan,Tim
24271,Kris Dunn,2016,1,5,PG,Providence,Dunn,Kris
24273,Kevin Durant,2007,1,2,SF,Texas,Durant,Kevin
24274,John Duren,1980,1,19,G,Georgetown,Duren,John
24275,Pat Durham,1989,2,35,F,Colorado State,Durham,Pat
24276,Devin Durrant,1984,2,25,F,Brigham Young,Durrant,Devin
24279,Ledell Eackles,1988,2,36,G/F,New Orleans,Eackles,Ledell
24280,Acie Earl,1993,1,19,C,Iowa,Earl,Acie
24281,Cleanthony Early,2014,2,34,SF,Wichita State,Early,Cleanthony
24284,Devin Ebanks,2010,2,43,SF,West Virginia,Ebanks,Devin
24285,Ndudi Ebi,2003,1,26,SF,Westbury Christian HS,Ebi,Ndudi
24289,Keith Edmonson,1982,1,10,SG,Purdue,Edmonson,Keith
24290,Tyus Edney,1995,2,47,PG,UCLA,Edney,Tyus
24292,Blue Edwards,1989,1,21,SF/SG,East Carolina,Edwards,Blue
24293,Corsley Edwards,2002,2,58,PF,Central Connecticut,Edwards,Corsley
24294,Doug Edwards,1993,1,15,SF,Florida State,Edwards,Doug
24295,Franklin Edwards,1981,1,22,G,Cleveland State,Edwards,Franklin
24296,Jay Edwards,1989,2,33,G,Indiana,Edwards,Jay
24298,Kevin Edwards,1988,1,20,SG,DePaul,Edwards,Kevin
24301,Howard Eisley,1994,2,30,PG,Boston College,Eisley,Howard
24302,Obinna Ekezie,1999,2,37,C,Maryland,Ekezie,Obinna
24303,Khalid El-Amin,2000,2,34,PG,Connecticut,El-Amin,Khalid
24305,Henry Ellenson,2016,1,18,PF,Marquette,Ellenson,Henry
24306,Wayne Ellington,2009,1,28,SG,North Carolina,Ellington,Wayne
24307,Sean Elliott,1989,1,3,SF/SG,Arizona,Elliott,Sean
24308,Dale Ellis,1983,1,9,SG,Tennessee,Ellis,Dale
24310,LaPhonso Ellis,1992,1,5,PF,Notre Dame,Ellis,LaPhonso
24311,LeRon Ellis,1991,1,22,PF,Syracuse,Ellis,LeRon
24312,Monta Ellis,2005,2,40,SG,Lanier HS,Ellis,Monta
24313,Pervis Ellison,1989,1,1,PF,Louisville,Ellison,Pervis
24314,Francisco Elson,1999,2,41,C,California,Elson,Francisco
24315,Melvin Ely,2002,1,12,C/PF,Fresno State,Ely,Melvin
24316,Joel Embiid,2014,1,3,C,Kansas,Embiid,Joel
24317,Andre Emmett,2004,2,35,F/G,Texas Tech,Emmett,Andre
24320,A.J. English,1990,2,37,G,Virginia Union,English,A.J.
24322,Kim English,2012,2,44,SG,Missouri,English,Kim
24323,James Ennis,2013,2,50,SF,Long Beach State,Ennis,James
24324,Tyler Ennis,2014,1,18,PG,Syracuse,Ennis,Tyler
24325,Semih Erden,2008,2,60,C,FenerbahÃ§e Ãœlker,Erden,Semih
24326,Evan Eschmeyer,1999,2,34,C,Northwestern,Eschmeyer,Evan
24328,Brian Evans,1996,1,27,F,Indiana,Evans,Brian
24330,Jawun Evans,2017,2,39,PG,Oklahoma State,Evans,Jawun
24331,Jeremy Evans,2010,2,55,PF,WKU,Evans,Jeremy
24335,Tyreke Evans,2009,1,4,SG,Memphis,Evans,Tyreke
24336,Daniel Ewing,2005,2,32,G,Duke,Ewing,Daniel
24338,Patrick Ewing,1985,1,1,C,Georgetown,Ewing,Patrick
24339,Dante Exum,2014,1,5,PG/SG,Australian Institute of Sport,Exum,Dante
24340,Christian Eyenga,2009,1,30,SF,CB Prat,Eyenga,Christian
24341,Festus Ezeli,2012,1,30,C,Vanderbilt,Ezeli,Festus
24342,Kenneth Faried,2011,1,22,PF,Morehead State,Faried,Kenneth
24343,Jordan Farmar,2006,1,26,G,UCLA,Farmar,Jordan
24345,Jim Farmer,1987,1,20,SG,Alabama,Farmer,Jim
24348,Derrick Favors,2010,1,3,PF,Georgia Tech,Favors,Derrick
24349,Nick Fazekas,2007,2,34,PF,Nevada,Fazekas,Nick
24350,Jamie Feick,1996,2,48,F,Michigan State,Feick,Jamie
24351,Dave Feitl,1986,2,43,C,UTEP,Feitl,Dave
24352,Kay Felder,2016,2,54,PG,Oakland,Felder,Kay
24354,Carrick Felix,2013,2,33,SG,Arizona State,Felix,Carrick
24356,Raymond Felton,2005,1,5,G,North Carolina,Felton,Raymond
24358,Terrance Ferguson,2017,1,21,SG,Adelaide 36ers,Ferguson,Terrance
24360,Rolando Ferreira,1988,2,26,C,Houston,Ferreira,Rolando
24363,Danny Ferry,1989,1,2,PF,Duke,Ferry,Danny
24364,Kyrylo Fesenko,2007,2,38,C,SK Cherkassy,Fesenko,Kyrylo
24365,Kenny Fields,1984,1,21,G/F,UCLA,Fields,Kenny
24366,Landry Fields,2010,2,39,SG,Stanford,Fields,Landry
24367,Michael Finley,1995,1,21,SF/SG,Wisconsin,Finley,Michael
24369,Matt Fish,1992,2,50,F,UNC-Wilmington,Fish,Matt
24370,Derek Fisher,1996,1,24,G,Arkansas-Little Rock,Fisher,Derek
24372,Marcus Fizer,2000,1,4,PF/SF,Iowa State,Fizer,Marcus
24373,Vern Fleming,1984,1,18,G,Georgia,Fleming,Vern
24374,Luis Flores,2004,2,55,PG,Manhattan,Flores,Luis
24376,Sleepy Floyd,1982,1,13,SG,Georgetown,Floyd,Sleepy
24377,Jonny Flynn,2009,1,6,PG,Syracuse,Flynn,Jonny
24382,Alphonso Ford,1993,2,32,SG,Mississippi Valley State,Ford,Alphonso
24383,Alton Ford,2001,2,51,PF,Houston,Ford,Alton
24385,Sherell Ford,1995,1,26,PF,UIC,Ford,Sherell
24387,Joseph Forte,2001,1,21,SG,North Carolina,Forte,Joseph
24389,Danny Fortson,1997,1,10,PF,Cincinnati,Fortson,Danny
24390,Greg Foster,1990,2,35,F/C,UTEP,Foster,Greg
24391,Jeff Foster,1999,1,21,PF,Southwest Texas State,Foster,Jeff
24392,Rod Foster,1983,2,28,PG,UCLA,Foster,Rod
24393,Antonis Fotsis,2001,2,48,SF,Panathinaikos,Fotsis,Antonis
24394,Evan Fournier,2012,1,20,SG,Poitiers Basket,Fournier,Evan
24395,Tremaine Fowlkes,1998,2,54,SF,Fresno State,Fowlkes,Tremaine
24396,De'Aaron Fox,2017,1,5,PG,Kentucky,Fox,De'Aaron
24397,Rick Fox,1991,1,24,SF,North Carolina,Fox,Rick
24398,Randy Foye,2006,1,7,SG,Villanova,Foye,Randy
24399,Adonal Foyle,1997,1,8,C,Colgate,Foyle,Adonal
24401,Steve Francis,1999,1,2,PG,Maryland,Francis,Steve
24402,Tellis Frank,1987,1,14,PF,WKU,Frank,Tellis
24403,Jamaal Franklin,2013,2,41,SG,San Diego State,Franklin,Jamaal
24406,Jimmer Fredette,2011,1,10,PG/SG,BYU,Fredette,Jimmer
24407,Joel Freeland,2006,1,30,F,Gran Canaria,Freeland,Joel
24408,Matt Freije,2004,2,53,SF,Vanderbilt,Freije,Matt
24409,Channing Frye,2005,1,8,C,Arizona,Frye,Channing
24411,Todd Fuller,1996,1,11,C,NC State,Fuller,Todd
24413,Markelle Fultz,2017,1,1,PG/SG,Washington,Fultz,Markelle
24414,Lawrence Funderburke,1994,2,51,PF,Ohio State,Funderburke,Lawrence
24415,Dan Gadzuric,2002,2,34,C,UCLA,Gadzuric,Dan
24418,Reece Gaines,2003,1,15,F/G,Louisville,Gaines,Reece
24420,Chad Gallagher,1991,2,32,C,Creighton,Gallagher,Chad
24421,Danilo Gallinari,2008,1,6,SF,Olimpia Milano,Gallinari,Danilo
24431,Winston Garland,1987,2,40,PG,Southwest Missouri State,Garland,Winston
24433,Bill Garnett,1982,1,4,SF,Wyoming,Garnett,Bill
24434,Kevin Garnett,1995,1,5,PF,Farragut Academy HS,Garnett,Kevin
24437,Dean Garrett,1988,2,38,C,Indiana,Garrett,Dean
24439,Tom Garrick,1988,2,45,G,Rhode Island,Garrick,Tom
24440,John Garris,1983,2,27,PF,Boston College,Garris,John
24442,Pat Garrity,1998,1,19,PF,Notre Dame,Garrity,Pat
24443,Marc Gasol,2007,2,48,C,Akasvayu Girona,Gasol,Marc
24444,Pau Gasol,2001,1,3,PF/C,FC Barcelona,Gasol,Pau
24445,Chris Gatling,1991,1,16,PF,Old Dominion,Gatling,Chris
24447,Rudy Gay,2006,1,8,SF,Connecticut,Gay,Rudy
24449,Michael Gbinije,2016,2,49,SF,Syracuse,Gbinije,Michael
24450,Reggie Geary,1996,2,56,G,Arizona,Geary,Reggie
24452,Matt Geiger,1992,2,42,C,Georgia Tech,Geiger,Matt
24454,Devean George,1999,1,23,SF,Augsburg,George,Devean
24455,Paul George,2010,1,10,SF,Fresno State,George,Paul
24456,Tate George,1990,1,22,SG,Connecticut,George,Tate
24459,Daniel Gibson,2006,2,42,G,Texas,Gibson,Daniel
24461,Mike Gibson,1982,2,44,F,USC Upstate,Gibson,Mike
24462,Taj Gibson,2009,1,26,PF,USC,Gibson,Taj
24466,Kendall Gill,1990,1,5,SG,Illinois,Gill,Kendall
24468,Armen Gilliam,1987,1,2,PF,UNLV,Gilliam,Armen
24472,Gerald Glass,1990,1,20,SF/SG,Ole Miss,Glass,Gerald
24474,Dion Glover,1999,1,20,SG,Georgia Tech,Glover,Dion
24475,Andreas Glyniadakis,2003,2,58,C,AEK,Glyniadakis,Andreas
24476,Mike Gminski,1980,1,7,C,Duke,Gminski,Mike
24477,Rudy Gobert,2013,1,27,C,Cholet Basket,Gobert,Rudy
24479,Anthony Goldwire,1994,2,52,PG,Houston,Goldwire,Anthony
24480,Ryan Gomes,2005,2,50,F,Providence,Gomes,Ryan
24482,Drew Gooden,2002,1,4,PF/C,Kansas,Gooden,Drew
24484,Archie Goodwin,2013,1,29,SG,Kentucky,Goodwin,Archie
24485,Aaron Gordon,2014,1,4,PF,Arizona,Gordon,Aaron
24486,Ben Gordon,2004,1,3,SG,Connecticut,Gordon,Ben
24488,Eric Gordon,2008,1,7,SG,Indiana,Gordon,Eric
24489,Lancaster Gordon,1984,1,8,G,Louisville,Gordon,Lancaster
24490,Marcin Gortat,2005,2,57,F/C,RheinEnergie KÃ¶ln,Gortat,Marcin
24491,Andrew Goudelock,2011,2,46,PG,College of Charleston,Goudelock,Andrew
24493,Greg Graham,1993,1,17,SG,Indiana,Graham,Greg
24494,Joey Graham,2005,1,16,F,Oklahoma State,Graham,Joey
24495,Orlando Graham,1988,2,40,F,Auburn-Montgomery,Graham,Orlando
24501,Danny Granger,2005,1,17,SF,New Mexico,Granger,Danny
24502,Stewart Granger,1983,1,24,PG,Villanova,Granger,Stewart
24503,Brian Grant,1994,1,8,PF,Xavier,Grant,Brian
24504,Gary Grant,1988,1,15,PG,Michigan,Grant,Gary
24505,Greg Grant,1989,2,52,G,Trenton State,Grant,Greg
24506,Harvey Grant,1988,1,12,SF,Oklahoma,Grant,Harvey
24507,Horace Grant,1987,1,10,PF/C,Clemson,Grant,Horace
24508,Jerami Grant,2014,2,39,SF,Syracuse,Grant,Jerami
24509,Jerian Grant,2015,1,19,PG,Notre Dame,Grant,Jerian
24510,Josh Grant,1993,2,43,PF,Utah,Grant,Josh
24511,Paul Grant,1997,1,20,C,Wisconsin,Grant,Paul
24513,Aaron Gray,2007,2,49,C,Pittsburgh,Gray,Aaron
24515,Ed Gray,1997,1,22,PG/SG,California,Gray,Ed
24517,Stuart Gray,1984,2,29,F/C,UCLA,Gray,Stuart
24518,Sylvester Gray,1988,2,35,F,Memphis State,Gray,Sylvester
24519,Jeff Grayer,1988,1,13,PG,Iowa State,Grayer,Jeff
24521,Danny Green,2009,2,46,SF,North Carolina,Green,Danny
24523,Draymond Green,2012,2,35,PF,Michigan St.,Green,Draymond
24524,Erick Green,2013,2,46,PG,Virginia Tech,Green,Erick
24525,Gerald Green,2005,1,18,G/F,Gulf Shores Academy,Green,Gerald
24527,Jeff Green,2007,1,5,SF,Georgetown,Green,Jeff
24528,Ken Green,1981,2,34,F,Pan American,Green,Ken
24529,Kenny Green,1985,1,12,F,Wake Forest,Green,Kenny
24530,Litterial Green,1992,2,39,G,Georgia,Green,Litterial
24531,Sean Green,1991,2,41,F/G,Iona,Green,Sean
24532,Sidney Green,1983,1,5,PF,UNLV,Green,Sidney
24533,Taurean Green,2007,2,52,PG,Florida,Green,Taurean
24534,Willie Green,2003,2,41,SG,Detroit,Green,Willie
24536,Orien Greene,2005,2,53,G,Louisiana-Lafayette,Greene,Orien
24539,Claude Gregory,1981,2,41,F,Wisconsin,Gregory,Claude
24542,Blake Griffin,2009,1,1,PF,Oklahoma,Griffin,Blake
24543,Eddie Griffin,2001,1,7,PF,Seton Hall,Griffin,Eddie
24544,Taylor Griffin,2009,2,48,SF,Oklahoma,Griffin,Taylor
24545,Darrell Griffith,1980,1,2,G,Louisville,Griffith,Darrell
24549,Tom Gugliotta,1992,1,6,PF,NC State,Gugliotta,Tom
24553,A.J. Guyton,2000,2,32,PG,Indiana,Guyton,A.J.
24555,Scott Haffner,1989,2,45,G,Evansville,Haffner,Scott
24557,Malik Hairston,2008,2,48,SG,Oregon,Hairston,Malik
24559,Marcus Haislip,2002,1,13,PF,Tennessee,Haislip,Marcus
24563,Steve Hamer,1996,2,38,C,Tennessee,Hamer,Steve
24564,Daniel Hamilton,2016,2,56,SG/SF,Connecticut,Hamilton,Daniel
24565,Jordan Hamilton,2011,1,26,SG,Texas,Hamilton,Jordan
24566,Justin Hamilton,2012,2,45,C,LSU,Hamilton,Justin
24567,Richard Hamilton,1999,1,7,SG/SF,Connecticut,Hamilton,Richard
24572,Geert Hammink,1993,1,26,C,LSU,Hammink,Geert
24573,Tom Hammonds,1989,1,9,PF/C,Georgia Tech,Hammonds,Tom
24575,Darrin Hancock,1994,2,38,G/F,Kansas,Hancock,Darrin
24578,Tyler Hansbrough,2009,1,13,PF,North Carolina,Hansbrough,Tyler
24580,Travis Hansen,2003,2,37,SG,BYU,Hansen,Travis
24582,Bill Hanzlik,1980,1,20,G/F,Notre Dame,Hanzlik,Bill
24583,Luke Harangody,2010,2,52,PF,Notre Dame,Harangody,Luke
24587,James Harden,2009,1,3,SG,Arizona State,Harden,James
24589,Maurice Harkless,2012,1,15,SF,St. John's,Harkless,Maurice
24591,Derek Harper,1983,1,11,PG/SG,Illinois,Harper,Derek
24592,Justin Harper,2011,2,32,PF,Richmond,Harper,Justin
24594,Ron Harper,1986,1,8,SF,Miami (OH),Harper,Ron
24595,Matt Harpring,1998,1,15,F/G,Georgia Tech,Harpring,Matt
24596,Montrezl Harrell,2015,2,32,PF,Louisville,Harrell,Montrezl
24597,Josh Harrellson,2011,2,45,C,Kentucky,Harrellson,Josh
24599,Al Harrington,1998,1,25,F,St. Patrick's High School,Harrington,Al
24601,Othella Harrington,1996,2,30,F/C,Georgetown,Harrington,Othella
24602,Devin Harris,2004,1,5,PG,Wisconsin,Harris,Devin
24604,Gary Harris,2014,1,19,SG,Michigan State,Harris,Gary
24605,Joe Harris,2014,2,33,SG,Virginia,Harris,Joe
24606,Lucious Harris,1993,2,28,PG,Long Beach State,Harris,Lucious
24609,Steve Harris,1985,1,19,SG,Tulsa,Harris,Steve
24611,Tobias Harris,2011,1,19,SF,Tennessee,Harris,Tobias
24614,Andrew Harrison,2015,2,44,PG,Kentucky,Harrison,Andrew
24615,David Harrison,2004,1,29,C,Colorado,Harrison,David
24616,Jason Hart,2000,2,49,PG,Syracuse,Hart,Jason
24617,Josh Hart,2017,1,30,SG,Villanova,Hart,Josh
24619,Donnell Harvey,2000,1,22,SF,Florida,Harvey,Donnell
24620,Scott Haskin,1993,1,14,PF,Oregon State,Haskin,Scott
24622,Trenton Hassell,2001,2,30,SG,Austin Peay,Hassell,Trenton
24623,Scott Hastings,1982,2,29,F/C,Arkansas,Hastings,Scott
24624,Kirk Haston,2001,1,16,PF,Indiana,Haston,Kirk
24625,Spencer Hawes,2007,1,10,C,Washington,Hawes,Spencer
24626,Hersey Hawkins,1988,1,6,SG,Bradley,Hawkins,Hersey
24630,Jarvis Hayes,2003,1,10,F/G,Georgia,Hayes,Jarvis
24632,Gordon Hayward,2010,1,9,SF,Butler,Hayward,Gordon
24633,Lazar Hayward,2010,1,30,SF,Marquette,Hayward,Lazar
24634,Brendan Haywood,2001,1,20,C,North Carolina,Haywood,Brendan
24635,Luther Head,2005,1,24,G,Illinois,Head,Luther
24638,Alan Henderson,1995,1,16,PF,Indiana,Henderson,Alan
24640,Cedric Henderson,1986,2,32,PF,Georgia,Henderson,Cedric
24640,Cedric Henderson,1997,2,44,PF,Memphis,Henderson,Cedric
24643,Gerald Henderson,2009,1,12,SG,Duke,Henderson,Gerald
24647,Mark Hendrickson,1996,2,31,G,Washington State,Hendrickson,Mark
24651,Xavier Henry,2010,1,12,SG,Kansas,Henry,Xavier
24652,John Henson,2012,1,14,PF,North Carolina,Henson,John
24653,Steve Henson,1990,2,44,G,Kansas State,Henson,Steve
24656,Chris Herren,1999,2,33,G,Fresno State,Herren,Chris
24657,Carl Herrera,1990,2,30,PF,Houston,Herrera,Carl
24659,Mario Hezonja,2015,1,5,SG/SF,FC Barcelona,Hezonja,Mario
24660,Roy Hibbert,2008,1,17,C,Georgetown,Hibbert,Roy
24662,Buddy Hield,2016,1,6,SG,Oklahoma,Hield,Buddy
24665,Rod Higgins,1982,2,31,F/C,Fresno State,Higgins,Rod
24666,Sean Higgins,1990,2,54,G/F,Michigan,Higgins,Sean
24669,George Hill,2008,1,26,PG,IUPUI,Hill,George
24670,Grant Hill,1994,1,3,SF,Duke,Hill,Grant
24671,Jordan Hill,2009,1,8,PF,Arizona,Hill,Jordan
24672,Solomon Hill,2013,1,23,SF,Arizona,Hill,Solomon
24674,Tyrone Hill,1990,1,11,PF,Xavier,Hill,Tyrone
24675,Darrun Hilliard,2015,2,38,SG,Villanova,Hilliard,Darrun
24676,Kirk Hinrich,2003,1,7,PG,Kansas,Hinrich,Kirk
24677,Roy Hinson,1983,1,20,C,Rutgers,Hinson,Roy
24679,Darington Hobson,2010,2,37,SF,New Mexico,Hobson,Darington
24680,Donald Hodge,1991,2,33,C,Temple,Hodge,Donald
24681,Julius Hodge,2005,1,20,G,NC State,Hodge,Julius
24683,Fred Hoiberg,1995,2,52,SG,Iowa State,Hoiberg,Fred
24684,Randy Holcomb,2002,2,57,PF,San Diego State,Holcomb,Randy
24685,Jrue Holiday,2009,1,17,PG,UCLA,Holiday,Jrue
24689,Ryan Hollins,2006,2,50,C,UCLA,Hollins,Ryan
