player_id,date_of_birth,city_of_birth,state_of_birth
24262,"July 10, 1985",San Diego,California
24273,"September 29, 1988",Washington,District of Columbia
24349,"June 17, 1985",Denver,Colorado
24428,"February 8, 1985",Portland,Oregon
24513,"December 7, 1984",Tarzana,California
24533,"November 28, 1986",Fort Lauderdale,Florida
24608,"June 15, 1983",Hillsboro,Texas
24625,"April 28, 1988",Seattle,Washington
24701,"June 3, 1986",Puerto Plata,Dominican Republic
24915,"March 6, 1983",Great Falls,Montana
24997,"September 19, 1983",Milwaukee,Wisconsin
25004,"September 15, 1983",Fort Worth,Texas
25009,"December 17, 1982",Port-Gentil,Gabon
25013,"January 25, 1985",Dallas,Texas
25201,"October 20, 1985",San Diego,California
25221,"February 28, 1987",Indianapolis,Indiana
25280,"June 13, 1980",Goodwater,Alabama
25373,"September 4, 1984",Boston,Massachusetts
25380,"February 25, 1985",New York,New York
25548,"March 18, 1981",Teaneck,New Jersey
25565,"April 19, 1986",Los Angeles,California
25618,"December 25, 1984",Lakeland,Florida
25756,"April 11, 1986",Myrtle Beach,South Carolina
25788,"October 21, 1983",Roslindale,Massachusetts
25822,"March 2, 1986",Atlanta,Georgia
25905,"April 21, 1986",Seattle,Washington
25989,"December 7, 1983",Perry,Georgia
26018,"February 11, 1984",Dayton,Ohio
26115,"December 6, 1985",Winter Park,Florida
26119,"November 8, 1984",Paterson,New Jersey
26147,"June 19, 1984",Petersburg,Virginia
26232,"September 13, 1986",Houston,Texas
26283,"October 5, 1987",Hollywood,California
26289,"May 20, 1987",Chicago,Illinois
26303,"June 1, 1985",Los Angeles,California
26306,"June 21, 1988",New Orleans,Louisiana
23647,"December 26, 1986",Kaohsiung,Taiwan
23685,"May 6, 1988",Sacramento,California
23711,"March 25, 1988",Dallas,Texas
23778,"August 20, 1988",Phoenix,Arizona
23785,"January 9, 1989",Frederick,Maryland
23915,"September 24, 1984",Versailles,Ohio
24028,"May 19, 1986",Anchorage,Alaska
24123,"June 17, 1986",Detroit,Michigan
24238,"December 16, 1983",Baltimore,Maryland
24246,"January 8, 1987",Detroit,Michigan
24488,"December 25, 1988",Indianapolis,Indiana
24535,"February 21, 1988",Munich,Germany
24557,"February 23, 1987",Detroit,Michigan
24660,"December 11, 1986",Queens,New York
24669,"May 4, 1986",Indianapolis,Indiana
24673,"November 14, 1985",Chanute,Kansas
24735,"May 28, 1986",Winston-Salem,North Carolina
24761,"November 7, 1985",Oklahoma City,Oklahoma
24796,"October 10, 1986",Sydney,Australia
24802,"December 15, 1983",Lithonia,Georgia
24856,"August 30, 1984",Jackson,Mississippi
24900,"July 21, 1988",Houston,Texas
24973,"February 24, 1989",Canton,Ohio
24981,"March 5, 1985",Philadelphia,Pennsylvania
25024,"October 3, 1985",Indianapolis,Indiana
25072,"April 1, 1988",North Hollywood,California
25075,"April 1, 1988",North Hollywood,California
25077,"September 7, 1988",Santa Monica,California
25136,"November 20, 1984",Crockett,Texas
25197,"January 19, 1988",Flint,Michigan
25301,"September 27, 1985",Charlotte,North Carolina
25360,"November 2, 1985",Oakland,California
25412,"January 22, 1988",Buffalo,New York
25586,"July 15, 1989",Worzbach,Germany
25671,"October 4, 1988",Chicago,Illinois
25695,"July 7, 1985",Kansas City,Missouri
25762,"July 18, 1986",Huntsville,Alabama
25791,"September 6, 1985",Philadelphia,Pennsylvania
25856,"August 4, 1987",St. Petersburg,Florida
25940,"January 21, 1986",Chicago,Illinois
25981,"July 21, 1986",New York,New York
26001,"June 1, 1985",Springfield,Missouri
26127,"February 18, 1986",Janesville,Wisconsin
26134,"July 8, 1986",West Memphis,Arkansas
26149,"November 12, 1988",Long Beach,California
26206,"February 19, 1983",Ritter,South Carolina
23671,"June 5, 1985",Buffalo,New York
23831,"April 22, 1989",Pittsburgh,Pennsylvania
23904,"March 20, 1987",Snohomish,Washington
23920,"September 8, 1987",Jacksonville,Florida
23952,"May 22, 1988",Encinitas,California
24003,"July 27, 1986",Birmingham,Alabama
24050,"January 17, 1988",Plainfield,New Jersey
24081,"August 23, 1987",Rancho Cucamonga,California
24139,"April 22, 1987",Clinton,Maryland
24147,"January 7, 1986",Pleasant Grove,North Carolina
24150,"March 14, 1988",Akron,Ohio
24194,"June 5, 1988",Irvine,California
24215,"August 7, 1989",Compton,California
24245,"March 16, 1986",Jonesboro,Georgia
24306,"October 29, 1987",Wynnewood,Pennsylvania
24335,"September 19, 1989",Chester,Pennsylvania
24377,"February 6, 1989",Niagara Falls,New York
24419,"April 18, 1986",Jamaica,New York
24451,"May 29, 1987",Riviera Beach,Florida
24462,"June 24, 1985",Brooklyn,New York
24464,"January 24, 1985",Dallas,Texas
24521,"June 22, 1987",Lynwood,California
24544,"April 18, 1986",Oklahoma City,Oklahoma
24578,"November 3, 1985",Poplar Bluff,Missouri
24587,"August 26, 1989",Los Angeles,California
24671,"July 27, 1987",Atlanta,Georgia
24685,"June 12, 1990",Chatsworth,California
24718,"August 7, 1984",Memphis,Tennessee
24733,"July 7, 1984",Gary,Indiana
24760,"March 5, 1986",Alamogordo,New Mexico
24799,"August 5, 1985",Chicago,Illinois
24840,"February 20, 1987",Cheyenne,Wyoming
24988,"May 6, 1984",Baton Rouge,Louisiana
24998,"November 1, 1985",Milwaukee,Wisconsin
25017,"November 3, 1987",Clinton,Maryland
25153,"October 14, 1986",Sarasota,Florida
25161,"June 11, 1987",Raeford,North Carolina
25224,"August 21, 1987",Norcross,Georgia
25253,"August 11, 1988",Monroe,Louisiana
25315,"February 14, 1989",Canal Winchester,Ohio
25907,"January 24, 1988",Baltimore,Maryland
25936,"December 8, 1986",Blytheville,Arkansas
25944,"June 10, 1988",Indianapolis,Indiana
25948,"May 8, 1986",Baton Rouge,Louisiana
25952,"February 16, 1987",Dar es Salaam,United Republic of Tanzania
25991,"June 5, 1987",Baton Rouge,Louisiana
26237,"June 28, 1987",Seattle,Washington
26305,"June 1, 1985",Washington,District of Columbia
23629,"February 10, 1986",Brookline,Massachusetts
23637,"March 21, 1988",Kaduna,Nigeria
23640,"October 31, 1988",Burnsville,Minnesota
23666,"September 21, 1990",Atlanta,Georgia
23677,"March 25, 1989",El Dorado,Arkansas
23728,"June 20, 1989",Cincinnati,Ohio
23839,"December 9, 1989",Birmingham,Alabama
23859,"November 25, 1987",Newberry,South Carolina
23878,"October 9, 1987",Los Angeles,California
23880,"November 26, 1990",Tacoma,Washington
23995,"May 4, 1988",Fanwood,New Jersey
24078,"March 18, 1987",Chicago,Illinois
24115,"December 18, 1986",Baltimore,Maryland
24116,"August 13, 1990",Mobile,Alabama
24124,"October 23, 1988",Detroit,Michigan
24175,"June 5, 1989",Washington,District of Columbia
24247,"September 10, 1984",Pahokee,Florida
24284,"October 28, 1989",Queens,New York
24331,"October 24, 1987",Crossett,Arkansas
24338,"August 5, 1962",Kingston,Jamaica
24338,"May 20, 1984",Kingston,Jamaica
24348,"July 15, 1991",Atlanta,Georgia
24366,"June 27, 1988",Long Beach,California
24381,"February 25, 1985",Colon,Panama
24455,"May 2, 1990",Palmdale,California
24542,"March 16, 1989",Oklahoma City,Oklahoma
24583,"January 2, 1988",Decatur,Illinois
24607,"September 21, 1989",Detroit,Michigan
24632,"March 23, 1990",Indianapolis,Indiana
24633,"November 26, 1986",Buffalo,New York
24651,"March 15, 1991",Gent,Belgium
24785,"October 7, 1987",Hobbs,New Mexico
24814,"December 2, 1983",Los Angeles,California
24820,"February 23, 1989",Gonvick,Minnesota
24827,"July 15, 1985",Corpus Christi,Texas
24827,"April 29, 1990",Corpus Christi,Texas
24859,"July 11, 1987",Corsicana,Texas
24877,"October 15, 1988",Nashville,Tennessee
25014,"November 7, 1988",College Park,Georgia
25055,"August 23, 1988",Palo Alto,California
25276,"June 4, 1990",New Orleans,Louisiana
25339,"January 12, 1987",Dakar,Senegal
25357,"October 3, 1984",Baltimore,Maryland
25445,"January 8, 1983",Mesa,Arizona
25470,"March 14, 1989",Washington,District of Columbia
25521,"March 2, 1988",Rosenberg,Texas
25533,"March 10, 1988",Fresno,California
25593,"November 2, 1986",Syracuse,New York
25712,"January 9, 1989",Trelawny,Jamaica
25715,"November 21, 1988",Fort Pierce,Florida
25760,"August 18, 1984",Philadelphia,Pennsylvania
25777,"October 25, 1986",Augusta,Georgia
25819,"July 5, 1988",Charlotte,North Carolina
25873,"September 5, 1990",Brooklyn,New York
26027,"October 27, 1988",Chicago,Illinois
26037,"May 20, 1987",Edmond,Oklahoma
26044,"March 19, 1988",Houston,Texas
26059,"January 16, 1987",Caracas,Venezuela
26097,"September 6, 1990",Raleigh,North Carolina
26111,"October 22, 1989",Dallas,Texas
26169,"June 13, 1989",Gastonia,North Carolina
23653,"February 4, 1989",Morrisville,Pennsylvania
23806,"August 13, 1988",New Castle,Indiana
23910,"January 26, 1989",Long Branch,New Jersey
23960,"July 20, 1991",Grandview,Missouri
23972,"September 14, 1989",Houston,Texas
23976,"April 25, 1984",Memphis,Tennessee
24065,"October 13, 1988",Dayton,Ohio
24191,"July 7, 1984",San Antonio,Texas
24214,"September 5, 1985",Carbondale,Illinois
24278,"May 1, 1987",Rockville,Maryland
24342,"November 19, 1989",Newark,New Jersey
24379,"July 14, 1987",Lockwood,New York
24388,"May 23, 1988",San Antonio,Texas
24406,"February 25, 1989",Glens Falls,New York
24471,"July 26, 1986",Birmingham,Alabama
24491,"December 7, 1988",Gainesville,Georgia
24565,"October 6, 1990",Lexington,Kentucky
24592,"August 30, 1989",Richmond,Virginia
24597,"February 12, 1989",St. Charles,Missouri
24610,"August 10, 1987",Dallas,Texas
24611,"July 15, 1992",Monroe,Louisiana
24663,"June 14, 1989",Danville,California
24679,"September 29, 1987",Las Vegas,Nevada
24694,"July 15, 1990",Los Angeles,California
24704,"February 5, 1988",Linwood,New Jersey
24752,"March 23, 1992",Melbourne,Australia
24776,"April 16, 1990",Pordenone,Italy
24805,"February 28, 1989",Brooklyn,New York
24824,"January 28, 1983",New Orleans,Louisiana
24838,"April 10, 1984",San Antonio,Texas
24839,"February 8, 1989",Cheyenne,Wyoming
24901,"September 29, 1986",Kingston,Jamaica
24906,"August 20, 1991",Toronto,Canada
24962,"December 2, 1991",Livingston,New Jersey
25029,"May 22, 1990",Riverside,California
25035,"June 29, 1991",Los Angeles,California
25038,"March 29, 1990",Atlanta,Georgia
25041,"May 14, 1989",Long Lake,Minnesota
25053,"March 31, 1988",Chicago,Illinois
25094,"April 22, 1990",Lexington,Kentucky
25097,"September 20, 1986",Portsmouth,Virginia
25292,"January 3, 1991",Los Angeles,California
25433,"August 6, 1990",Oklahoma City,Oklahoma
25459,"March 17, 1986",Chicago,Illinois
25465,"October 25, 1988",Casselberry,Florida
25608,"October 30, 1986",Lauderdale Lakes,Florida
25750,"March 27, 1991",Baltimore,Maryland
25772,"June 26, 1990",Oak Park,Illinois
25776,"January 22, 1988",San Antonio,Texas
25792,"November 21, 1989",Canton,Georgia
25802,"January 15, 1988",Shreveport,Louisiana
25823,"September 26, 1987",Wauwatosa,Wisconsin
25835,"July 25, 1988",Louisville,Kentucky
25881,"September 26, 1985",Randolph,Wisconsin
25892,"December 7, 1988",Alexandria,Virginia
25962,"February 7, 1989",Chicago,Illinois
25970,"April 24, 1988",Brooklyn,New York
25971,"November 8, 1988",Columbia,Missouri
25974,"May 20, 1990",Toronto,Canada
25983,"February 8, 1990",Los Angeles,California
25985,"June 1, 1988",Nassau,Bahamas
25988,"March 13, 1991",Toronto,Canada
26036,"November 26, 1986",Brooklyn,New York
26082,"October 24, 1990",Morges,Switzerland
26094,"May 8, 1990",Roberta,Georgia
26197,"May 25, 1991",Parkersburg,West Virginia
26199,"June 20, 1989",Memphis,Tennessee
26211,"October 11, 1990",New Haven,Connecticut
26285,"September 30, 1988",Trotwood,Ohio
26285,"November 4, 1989",Trotwood,Ohio
23622,"October 6, 1990",Tyler,Texas
23636,"February 10, 1986",Greenbrae,California
23763,"January 6, 1991",Baltimore,Maryland
23779,"December 9, 1986",Gisborne,New Zealand
23781,"July 1, 1989",Kelford,North Carolina
23782,"June 28, 1993",St. Louis,Missouri
23812,"July 12, 1988",Chicago,Illinois
24105,"March 17, 1984",Orange,New Jersey
24135,"July 6, 1990",Villa Rica,Georgia
24140,"May 22, 1991",Oakland,California
24167,"March 11, 1993",Oakland,California
24259,"August 10, 1993",Mount Vernon,New York
24322,"September 24, 1988",Baltimore,Maryland
24341,"October 21, 1989",Benin City,Nigeria
24523,"March 4, 1990",Saginaw,Michigan
24577,"December 23, 1987",Poplar Bluff,Missouri
24589,"May 11, 1993",Queens,New York
24652,"December 28, 1990",Greensboro,North Carolina
24686,"April 5, 1989",Mission Hills,California
24784,"February 7, 1985",Savannah,Georgia
24807,"March 6, 1991",Nashville,Tennessee
24851,"March 11, 1989",Monterey,California
24860,"September 28, 1989",Morgan City,Louisiana
24875,"June 20, 1990",Stone Mountain,Georgia
24888,"August 25, 1989",Mount Vernon,New York
24893,"September 24, 1991",Winnsboro,Louisiana
24897,"January 9, 1992",Portland,Oregon
24908,"December 17, 1988",Montreal,Canada
24937,"September 26, 1993",Philadelphia,Pennsylvania
24991,"November 6, 1991",Queens,New York
24992,"May 30, 1992",Henrico Valley,Virginia
25036,"February 27, 1992",Woodbridge,Virginia
25054,"July 15, 1990",Oakland,California
25090,"June 8, 1990",Queens,New York
25131,"August 19, 1991",Dumfries,Virginia
25228,"June 20, 1990",Juiz de Forz,Brazil
25234,"August 12, 1991",Charleston,South Carolina
25245,"March 21, 1990",Maysville,Kentucky
25250,"November 18, 1992",Chicago,Illinois
25310,"November 18, 1990",Queens,New York
25324,"March 6, 1990",Atlanta,Georgia
25374,"December 8, 1989",Mississauga,Canada
25407,"March 26, 1990",Flushing,New York
25526,"September 1, 1988",Fort Wayne,Indiana
25633,"August 1, 1992",Santa Monica,California
25639,"December 3, 1985",Toledo,Ohio
25659,"March 17, 1991",Washington,District of Columbia
25676,"February 5, 1991",Portland,Oregon
25703,"June 6, 1989",Baton Rouge,Louisiana
25743,"July 16, 1988",Chesapeake,Virginia
25789,"March 27, 1990",Baltimore,Maryland
25790,"May 4, 1988",Medford,Oregon
25906,"March 4, 1992",Columbus,Ohio
25935,"May 23, 1989",Blytheville,Arkansas
25941,"April 12, 1990",Hoboken,New Jersey
25945,"February 28, 1993",Indianapolis,Indiana
26058,"March 1, 1988",Fairfax,Virginia
26089,"December 10, 1991",Philadelphia,Pennsylvania
26123,"May 2, 1991",Philadelphia,Pennsylvania
26293,"April 13, 1993",Seattle,Washington
26310,"April 7, 1987",Ames,Iowa
26311,"January 17, 1990",Visalia,California
23626,"July 20, 1993",Rotorua,New Zealand
23727,"February 14, 1990",Arlington,Texas
23800,"March 14, 1993",Toronto,Canada
23842,"July 17, 1992",Milwaukee,Wisconsin
23929,"August 26, 1990",Roswell,Georgia
23956,"March 16, 1991",Baltimore,Maryland
23958,"November 12, 1992",Columbus,Ohio
23975,"March 6, 1989",Milwaukee,Wisconsin
23983,"February 7, 1989",Casselberry,Florida
23986,"February 18, 1993",Thomaston,Georgia
23993,"May 21, 1991",Biloxi,Mississippi
24013,"October 10, 1991",Hamilton,Massachusetts
24044,"September 15, 1986",Philadelphia,Pennsylvania
24051,"March 7, 1991",Memphis,Tennessee
24117,"December 14, 1990",Bellwood,Illinois
24119,"April 9, 1992",Los Angeles,California
24149,"August 23, 1990",Charlotte,North Carolina
24159,"July 15, 1991",Roanoke,Virginia
24166,"July 25, 1991",Philadelphia,Pennsylvania
24199,"August 12, 1989",Lancaster,California
24208,"September 8, 1990",Maryborough,Australia
24225,"January 18, 1990",Kebemer,Senegal
24299,"May 31, 1987",Los Angeles,California
24354,"August 17, 1990",Las Vegas,Arizona
24403,"July 21, 1991",Moreno Valley,California
24484,"August 17, 1994",Little Rock,Arkansas
24552,"December 27, 1988",Chihuahua,Mexico
24566,"April 1, 1990",Newport Beach,California
24603,"July 6, 1989",Speyer,Germany
24672,"March 18, 1991",Los Angeles,California
24699,"August 8, 1989",Hopkinsville,Kentucky
24727,"March 8, 1989",Valparaiso,Indiana
24922,"April 9, 1991",Carmel,New York
25007,"October 2, 1992",Cincinnati,Ohio
25032,"June 16, 1993",Antratsit,Ukraine
25166,"June 12, 1991",Madison,Wisconsin
25211,"February 11, 1993",St. Louis,Missouri
25227,"March 4, 1988",Petah Tikva,Israel
25267,"August 7, 1989",Toledo,Ohio
25267,"April 7, 1992",Toledo,Ohio
25314,"November 13, 1992",Los Angeles,California
25322,"October 26, 1990",Lyon,France
25333,"November 8, 1989",Houston,Texas
25334,"July 1, 1991",St. Louis Park,Minnesota
25393,"July 14, 1990",San Jose,California
25420,"May 4, 1992",Silver Spring,Maryland
25428,"April 19, 1991",Toronto,Canada
25429,"July 13, 1987",Lanham,Maryland
25525,"March 5, 1990",Fort Wayne,Indiana
25538,"June 3, 1993",St. Louis,Missouri
25553,"February 17, 1991",Dallas,Texas
25636,"December 4, 1991",Chattanooga,Tennessee
25796,"October 24, 1990",Seattle,Washington
25846,"November 10, 1991",Riverside,California
25851,"April 28, 1990",Queens,New York
25956,"March 25, 1993",Memphis,Tennessee
25980,"April 3, 1991",Pasadena,California
26109,"January 17, 1990",Cerritos,California
26164,"April 10, 1991",Tuskegee,Alabama
26260,"March 7, 1990",San Diego,California
26265,"May 15, 1991",St. Cloud,Minnesota
26309,"October 5, 1992",Washington,Indiana
23624,"July 8, 1994",Atlanta,Georgia
23680,"September 20, 1993",New York,New York
23737,"December 7, 1990",Brisbane,Australia
23797,"August 1, 1991",Warrenton,Virginia
23813,"December 2, 1992",Ontario,Canada
23825,"November 22, 1991",Memphis,Tennessee
23924,"December 18, 1992",Oakland,California
23931,"January 29, 1992",West Memphis,Arkansas
24036,"February 8, 1991",Oakland,California
24047,"June 3, 1988",Compton,California
24054,"June 7, 1992",Tampa,Florida
24101,"April 4, 1991",Evanston,Illinois
24111,"August 11, 1992",Tucson,Arizona
24187,"September 19, 1991",Fairfax,Virginia
24228,"April 6, 1993",Los Angeles,California
24281,"April 17, 1991",Middletown,New York
24323,"July 1, 1990",Ventura,California
24324,"August 24, 1994",Brampton,Canada
24404,"November 1, 1990",Houston,Texas
24422,"December 9, 1991",Baton Rouge,Louisiana
24485,"September 16, 1995",San Jose,California
24487,"July 12, 1990",San Jose,California
24508,"March 12, 1994",Portland,Oregon
24524,"May 9, 1991",Inglewood,California
24526,"June 21, 1990",Montgomery,Alabama
24604,"September 14, 1994",Fishers,Indiana
24605,"September 6, 1991",Chelan,Washington
24696,"October 20, 1992",Meridian,Mississippi
24801,"December 26, 1990",Tacoma,Washington
24813,"July 8, 1993",Costa Mesa,California
24850,"December 22, 1992",Tempe,Arizona
24857,"May 7, 1992",Grand Forks,North Dakota
24940,"January 6, 1990",Yonkers,New York
24954,"November 14, 1991",Los Alamos,New Mexico
25012,"March 10, 1995",Renton,Washington
25080,"May 24, 1989",Sterling Heights,Michigan
25120,"September 21, 1992",Southfield,Michigan
25190,"January 3, 1992",Grand Forks,North Dakota
25196,"June 6, 1992",Chesterton,Indiana
25216,"June 1, 1987",Chicago,Illinois
25255,"August 12, 1987",Grambling,Louisiana
25288,"December 24, 1991",Houston,Texas
25349,"July 14, 1991",Roxbury,Massachusetts
25383,"April 10, 1994",Malden,Massachusetts
25401,"June 1, 1993",Cleveland,Mississippi
25461,"March 15, 1995",Chicago,Illinois
25477,"February 19, 1991",Dayton,Ohio
25480,"February 22, 1994",Gretna,Louisiana
25546,"July 20, 1991",Toronto,Canada
25585,"November 29, 1994",Dallas,Texas
25709,"March 20, 1993",Inglewood,California
25806,"March 6, 1994",Flower Mound,Texas
25838,"April 19, 1991",New York,New York
25867,"October 7, 1993",Mississauga,Canada
25885,"June 24, 1991",Spokane,Washington
25890,"January 7, 1994",Memphis,Tennessee
26075,"August 24, 1995",Haverhill,Massachusetts
26124,"September 21, 1990",Long Beach,California
26125,"September 21, 1990",Long Beach,California
26173,"March 27, 1991",Paw Paw,Michigan
26174,"February 23, 1995",Toronto,Canada
26299,"August 16, 1995",Flint,Michigan
23643,"November 16, 1995",Chicago,Illinois
23678,"November 19, 1993",Montross,Virginia
23699,"February 13, 1992",Detroit,Michigan
23857,"October 30, 1996",Grand Rapids,Michigan
23914,"October 10, 1992",Chicago,Illinois
24021,"August 18, 1993",Spearville,Kansas
24045,"December 1, 1991",Irvington,New Jersey
24053,"July 4, 1992",Antioch,Tennessee
24089,"January 6, 1993",Arlington,Massachusetts
24190,"February 1, 1993",Gary,Indiana
24201,"August 21, 1992",Los Angeles,California
24202,"May 6, 1994",Sheboygan,Wisconsin
24265,"December 4, 1991",Split,Croatia
24286,"October 30, 1991",Tampa,Florida
24509,"October 9, 1992",Portland,Oregon
24596,"January 26, 1994",Tarboro,North Carolina
24613,"October 28, 1994",San Antonio,Texas
24675,"April 13, 1993",Bethlehem,Pennsylvania
24690,"January 3, 1995",Chester,Pennsylvania
24691,"October 15, 1993",Lockport,Illinois
24721,"December 19, 1991",Webster,Texas
24853,"May 29, 1996",Clairton,Pennsylvania
24898,"May 10, 1996",Burnsville,Minnesota
24911,"April 4, 1993",Winfield,Illinois
24917,"May 8, 1985",Tomsk,Russia
25071,"February 6, 1996",Milwaukee,Wisconsin
25085,"November 5, 1995",Saskatoon,Canada
25140,"May 24, 1994",Baton Rouge,Louisiana
25185,"February 5, 1995",Bronx,New York
25220,"March 28, 1991",Savannah,Georgia
25233,"July 9, 1994",Dallas,Texas
25278,"April 6, 1993",Santo Domingo,Dominican Republic
25418,"December 15, 1995",Chicago,Illinois
25437,"December 9, 1995",New Orleans,Louisiana
25469,"August 12, 1991",Lancaster,Pennsylvania
25478,"August 8, 1994",Memphis,Tennessee
25540,"February 10, 1995",Little Rock,Arkansas
25549,"May 25, 1993",San Diego,California
25602,"May 16, 1990",Hico,Louisiana
25622,"September 15, 1993",Edmond,Oklahoma
25686,"March 17, 1994",Youngstown,Ohio
25782,"September 14, 1989",Birmingham,Alabama
25874,"August 7, 1987",Los Angeles,California
26010,"November 15, 1995",Edison,New Jersey
26031,"March 24, 1996",Bedford,Texas
26062,"August 16, 1996",Minneapolis,Minnesota
26131,"December 29, 1992",Chesapeake,Virginia
26256,"March 26, 1996",Houston,Texas
26267,"September 27, 1995",Long Beach,California
26286,"April 26, 1992",Los Angeles,California
26300,"June 27, 1992",Houston,Texas
23740,"March 30, 1993",Hays,Kansas
23742,"March 29, 1996",Belle Mead,New Jersey
23784,"November 26, 1996",Atlanta,Georgia
23794,"July 4, 1994",Charlotte,North Carolina
23852,"January 28, 1994",Kiev,Ukraine
23906,"December 11, 1992",Atlanta,Georgia
23925,"October 24, 1996",Oakland,California
24042,"July 2, 1997",Sacramento,California
24046,"November 1, 1992",Cincinnati,Ohio
24098,"March 23, 1993",Washington,District of Columbia
24174,"December 2, 1996",Muskegon,Michigan
24204,"March 11, 1989",Baltimore,Maryland
24217,"September 13, 1996",Kayes,Mali
24271,"March 18, 1994",New London,Connecticut
24305,"January 13, 1997",Rice Lake,Wisconsin
24316,"March 16, 1994",Yaounde,Cameroon
24352,"March 29, 1995",Detroit,Michigan
24362,"May 9, 1993",Indianapolis,Indiana
24368,"May 4, 1993",Portsmouth,Virginia
24380,"July 23, 1993",Lansing,Michigan
24429,"May 17, 1993",Buenos Aires,Argentina
24449,"June 5, 1992",Hartford,Connecticut
24457,"March 28, 1994",Miami,Florida
24460,"November 8, 1987",West Covina,California
24498,"October 29, 1993",Washington,District of Columbia
24614,"October 28, 1994",San Antonio,Texas
24662,"December 17, 1993",Freeport,Bahamas
24707,"June 7, 1993",Houston,Texas
24750,"September 2, 1997",Kinston,North Carolina
24762,"September 7, 1994",South Bend,Indiana
24773,"August 29, 1991",Las Vegas,Nevada
24822,"June 27, 1994",Salt Lake City,Utah
24873,"June 30, 1995",Galveston,Texas
24876,"February 15, 1997",Stone Mountain,Georgia
24986,"March 18, 1996",Port-Au-Prince,Haiti
25018,"March 7, 1994",Norwood,Massachusetts
25043,"August 25, 1994",Columbus,Ohio
25069,"January 29, 1993",Morgan City,Louisiana
25173,"October 25, 1995",St. Louis,Missouri
25200,"July 29, 1991",Landover,Maryland
25328,"September 19, 1996",Seattle,Washington
25329,"February 23, 1997",Kitchener,Canada
25355,"June 18, 1992",Sindia,Senegal
25372,"June 17, 1993",Lawrence,Massachusetts
25396,"January 14, 1993",Los Angeles,California
25411,"December 15, 1993",Baltimore,Maryland
25430,"November 1, 1996",Baltimore,Maryland
25482,"July 23, 1968",Oakland,California
25482,"December 1, 1992",Oakland,California
25524,"July 14, 1992",Fort Wayne,Indiana
25529,"October 15, 1995",Vienna,Austria
25551,"September 6, 1993",Savannah,Georgia
25570,"October 27, 1994",Savannah,Georgia
25584,"February 5, 1993",Rock Island,Illinois
25623,"January 5, 1996",Trenton,New Jersey
25702,"May 3, 1996",Portland,Oregon
25751,"September 30, 1994",Roxbury,Massachusetts
25774,"February 4, 1994",Douala,Cameroon
25891,"February 10, 1997",Milwaukee,Wisconsin
25932,"July 11, 1994",Hayward,California
25998,"October 10, 1994",Monroe,New York
26041,"January 5, 1996",Detroit,Michigan
26043,"May 19, 1993",Cedar Rapids,Iowa
26047,"November 16, 1993",Lansing,Michigan
26055,"February 25, 1994",Rockford,Illinois
26160,"August 13, 1992",Clearwater,Florida
26167,"March 8, 1995",Brooklyn,New York
26239,"December 30, 1994",Columbia,South Carolina
26252,"October 20, 1992",Portland,Oregon
26317,"September 9, 1996",Hendersonville,Tennessee
