player_id,year_start,year_end,height,weight
24290,1996,2001,5-10,152.0
24291,1994,1994,6-8,215.0
24292,1990,1999,6-4,200.0
24293,2005,2005,6-9,275.0
24294,1994,1996,6-7,220.0
24295,1982,1988,6-1,170.0
24296,1990,1990,6-4,185.0
24297,2005,2006,7-0,275.0
24298,1989,2001,6-3,190.0
24299,2014,2014,6-7,220.0
24300,1984,1997,6-6,180.0
24301,1995,2006,6-2,177.0
24302,2000,2005,6-9,270.0
24303,2001,2001,5-10,200.0
24304,1991,2001,6-5,210.0
24305,2017,2018,6-11,245.0
24306,2010,2018,6-4,200.0
24307,1990,2001,6-8,205.0
24308,1984,2000,6-7,205.0
24309,1994,1998,6-5,200.0
24310,1993,2003,6-8,240.0
24311,1992,1996,6-9,225.0
24312,2006,2017,6-3,185.0
24313,1990,2001,6-9,210.0
24314,2004,2012,7-0,235.0
24315,2003,2014,6-10,260.0
24316,2017,2018,7-0,250.0
24317,2005,2012,6-5,230.0
24318,1983,1988,6-11,245.0
24319,1989,1989,6-8,245.0
24320,1991,1992,6-3,175.0
24321,1993,1995,6-4,195.0
24322,2013,2013,6-6,200.0
24323,2015,2018,6-7,210.0
24324,2015,2018,6-3,194.0
24325,2011,2012,7-0,240.0
24326,2000,2003,6-11,255.0
24327,1996,1996,6-3,198.0
24328,1997,1999,6-8,220.0
24329,1980,1980,6-8,202.0
24330,2018,2018,6-0,185.0
24331,2011,2016,6-9,200.0
24332,2002,2012,6-5,220.0
24333,1980,1988,6-1,170.0
24334,2003,2015,6-8,245.0
24335,2010,2018,6-6,220.0
24336,2006,2007,6-3,185.0
24338,1986,2002,7-0,240.0
24338,2011,2011,6-8,235.0
24339,2015,2017,6-6,190.0
24340,2011,2012,6-5,210.0
24341,2013,2016,6-11,255.0
24342,2012,2018,6-8,228.0
24343,2007,2017,6-2,180.0
24344,2007,2009,6-5,220.0
24345,1988,1994,6-4,190.0
24346,1998,2000,6-9,244.0
24347,2014,2014,6-11,260.0
24348,2011,2018,6-10,265.0
24349,2008,2008,6-11,235.0
24350,1997,2001,6-9,255.0
24351,1987,1992,6-11,235.0
24352,2017,2018,5-9,176.0
24353,2016,2018,6-10,275.0
24354,2014,2014,6-6,201.0
24355,2006,2006,6-9,225.0
24356,2006,2018,6-1,205.0
24357,2004,2004,6-7,203.0
24358,2018,2018,6-7,184.0
24359,2009,2012,6-6,185.0
24360,1989,1989,7-1,240.0
24361,1989,1999,6-7,209.0
24362,2017,2018,6-0,180.0
24363,1991,2003,6-10,230.0
24364,2008,2012,7-1,288.0
24365,1985,1988,6-5,220.0
24366,2011,2015,6-7,210.0
24367,1996,2010,6-7,215.0
24368,2017,2018,6-8,220.0
24369,1995,1997,6-11,235.0
24370,1997,2014,6-1,200.0
24371,2006,2006,6-3,188.0
24372,2001,2006,6-9,262.0
24373,1985,1996,6-5,185.0
24374,2005,2005,6-2,200.0
24375,1983,1983,6-8,225.0
24376,1983,1995,6-3,170.0
24377,2010,2012,6-0,185.0
24378,2002,2002,6-4,210.0
24379,2012,2012,7-0,265.0
24380,2017,2018,6-3,190.0
24381,2011,2012,6-7,220.0
24382,1994,1995,6-1,190.0
24383,2002,2004,6-9,275.0
24384,2006,2006,6-9,225.0
24385,1996,1996,6-7,210.0
24386,2004,2012,6-0,165.0
24387,2002,2003,6-4,194.0
24388,2012,2012,5-11,185.0
24389,1998,2007,6-7,260.0
24390,1991,2003,6-11,240.0
24391,2000,2012,6-11,236.0
24392,1984,1986,6-1,160.0
24393,2002,2002,6-10,219.0
24394,2013,2018,6-7,205.0
24395,2002,2005,6-8,220.0
24396,2018,2018,6-3,170.0
24397,1992,2004,6-7,230.0
24398,2007,2017,6-4,213.0
24399,1998,2009,6-10,250.0
24400,2004,2008,6-5,210.0
24401,2000,2008,6-3,195.0
24402,1988,1994,6-10,225.0
24403,2014,2015,6-5,191.0
24404,2015,2018,6-1,170.0
24405,1989,1992,6-7,205.0
24406,2012,2016,6-2,195.0
24407,2013,2015,6-10,250.0
24408,2005,2007,6-10,240.0
24409,2006,2018,6-11,255.0
24410,2004,2004,6-9,240.0
24411,1997,2001,6-11,255.0
24412,1981,1981,6-4,180.0
24413,2018,2018,6-4,195.0
24414,1998,2005,6-9,230.0
24415,2003,2012,6-11,240.0
24416,2006,2006,6-9,250.0
24417,1989,1995,6-3,195.0
24418,2004,2006,6-6,205.0
24419,2010,2012,6-1,185.0
24420,1994,1994,6-10,255.0
24421,2009,2018,6-10,225.0
24422,2015,2018,6-2,200.0
24423,1988,1997,6-5,210.0
24424,2007,2008,6-9,245.0
24425,2001,2001,6-9,245.0
24426,2004,2005,6-3,220.0
24427,2006,2015,6-7,195.0
24428,2008,2009,6-5,225.0
24429,2017,2017,6-6,210.0
24430,1980,1980,6-4,180.0
24431,1988,1995,6-2,170.0
24432,1998,2001,5-10,156.0
24433,1983,1986,6-9,225.0
24434,1996,2016,6-11,240.0
24435,1999,1999,6-2,186.0
24436,1981,1984,6-7,190.0
24437,1997,2002,6-10,225.0
24438,2013,2014,6-4,190.0
24439,1989,1992,6-2,185.0
24440,1984,1984,6-8,205.0
24441,1998,2000,6-2,183.0
24442,1999,2008,6-9,238.0
24443,2009,2018,7-1,255.0
24444,2002,2018,7-0,250.0
24445,1992,2002,6-10,220.0
24446,1987,1996,6-8,225.0
24447,2007,2018,6-8,230.0
24448,1994,1999,6-7,205.0
24449,2017,2017,6-7,200.0
24450,1997,1998,6-2,187.0
24451,2010,2017,6-6,225.0
24452,1993,2002,7-0,243.0
24453,2007,2013,6-7,215.0
24454,2000,2010,6-8,220.0
24455,2011,2018,6-9,220.0
24456,1991,1995,6-5,190.0
24457,2017,2018,6-5,216.0
24458,1990,1991,6-8,200.0
24459,2007,2013,6-2,190.0
24460,2017,2017,6-2,185.0
24461,1984,1986,6-10,205.0
24462,2010,2018,6-9,225.0
24463,2009,2010,6-5,215.0
24464,2010,2010,6-9,185.0
24465,2001,2009,6-0,190.0
24466,1991,2005,6-5,195.0
24467,1989,1989,7-0,235.0
24468,1988,2000,6-9,230.0
24469,2003,2018,6-6,205.0
24470,2003,2008,6-6,210.0
24471,2012,2012,6-11,220.0
24472,1991,1996,6-5,221.0
24473,1986,1986,6-8,235.0
24474,2000,2005,6-5,228.0
24475,2007,2007,7-1,280.0
24476,1981,1994,6-11,250.0
24477,2014,2018,7-1,245.0
24478,1991,1992,6-10,250.0
24479,1996,2006,6-1,182.0
24480,2006,2014,6-7,250.0
24481,1987,1989,6-5,205.0
24482,2003,2016,6-10,250.0
24483,2001,2002,6-10,220.0
24484,2014,2017,6-5,200.0
24485,2015,2018,6-9,220.0
24486,2005,2015,6-3,200.0
24487,2015,2015,6-9,245.0
24488,2009,2018,6-4,215.0
24489,1985,1988,6-3,185.0
24490,2008,2018,6-11,240.0
24491,2012,2016,6-3,200.0
24492,1994,1994,6-1,180.0
24493,1994,1998,6-4,174.0
24494,2006,2011,6-7,225.0
24495,1989,1989,6-8,220.0
24496,1992,1994,6-6,200.0
24497,2006,2011,6-6,215.0
24498,2017,2018,6-6,220.0
24499,1991,1991,7-0,235.0
24500,1989,1996,6-6,215.0
24501,2006,2015,6-9,222.0
24502,1984,1987,6-3,190.0
24503,1995,2006,6-9,254.0
24504,1989,2001,6-3,185.0
24505,1990,1996,5-7,140.0
24506,1989,1999,6-8,195.0
24507,1988,2004,6-10,215.0
24508,2015,2018,6-8,210.0
24509,2016,2018,6-4,195.0
24510,1994,1994,6-9,223.0
24511,1999,2004,7-0,245.0
24512,1985,1985,6-3,200.0
24513,2008,2014,7-0,270.0
24514,1997,2000,6-7,240.0
24515,1998,1999,6-3,210.0
24516,1997,1997,6-7,235.0
24517,1985,1991,7-0,235.0
24518,1989,1989,6-6,230.0
24519,1989,1998,6-5,200.0
24520,1986,2001,6-9,220.0
24521,2010,2018,6-6,215.0
24522,2006,2006,6-7,210.0
24523,2013,2018,6-7,230.0
24524,2015,2016,6-4,185.0
24525,2006,2017,6-7,205.0
24526,2015,2018,6-9,227.0
24527,2008,2018,6-9,235.0
24528,1986,1986,6-8,215.0
24529,1986,1987,6-6,210.0
24530,1993,1999,6-1,185.0
24531,1992,1994,6-5,210.0
24532,1984,1993,6-9,220.0
24533,2008,2008,6-0,177.0
24534,2004,2015,6-4,200.0
24535,2009,2012,6-11,226.0
24536,2006,2011,6-4,208.0
24537,1980,1991,6-9,222.0
24538,2007,2007,6-2,175.0
24539,1986,1988,6-8,205.0
24540,1983,1983,6-7,215.0
24541,2000,2008,6-5,217.0
24542,2011,2018,6-10,251.0
24543,2002,2007,6-10,220.0
24544,2010,2010,6-7,238.0
24545,1981,1991,6-4,190.0
24546,1998,1998,6-9,230.0
24547,2006,2006,6-3,180.0
24548,1982,1989,7-2,260.0
24549,1993,2005,6-10,240.0
24550,1994,1995,6-10,225.0
24551,1993,1994,6-10,255.0
24552,2014,2016,6-3,191.0
24553,2001,2003,6-1,180.0
24554,2009,2013,7-2,254.0
24555,1990,1991,6-3,180.0
24556,1982,1982,6-0,170.0
24557,2009,2010,6-6,220.0
24558,2015,2016,6-6,230.0
24559,2003,2010,6-10,230.0
24560,1989,1998,6-10,240.0
24561,2007,2007,6-8,230.0
24562,1997,2005,6-7,220.0
24563,1997,1997,7-0,245.0
24564,2018,2018,6-7,195.0
24565,2012,2016,6-7,220.0
24566,2014,2017,7-0,260.0
24567,2000,2013,6-6,185.0
24568,1980,1981,6-2,180.0
24569,2002,2002,6-8,220.0
24570,1996,2000,7-2,330.0
24571,2001,2006,6-11,250.0
24572,1994,1996,7-0,262.0
24573,1990,2001,6-9,215.0
24574,2017,2017,7-0,260.0
24575,1995,1997,6-7,205.0
24576,2004,2005,6-10,240.0
24577,2013,2013,6-3,203.0
24578,2010,2016,6-9,250.0
24579,1984,1992,6-6,190.0
24580,2004,2004,6-6,205.0
24581,1998,1998,6-8,195.0
24582,1981,1990,6-7,185.0
24583,2011,2012,6-8,246.0
24584,1994,2008,6-7,195.0
24586,1990,2003,6-0,175.0
24586,2014,2018,6-6,205.0
24587,2010,2018,6-5,220.0
24588,1981,1982,6-7,195.0
24589,2013,2018,6-9,215.0
24590,1995,1995,6-4,190.0
24591,1984,1999,6-4,185.0
24592,2012,2017,6-10,225.0
24593,1981,1982,6-10,195.0
24594,1987,2001,6-6,185.0
24595,1999,2009,6-7,231.0
24596,2016,2018,6-8,240.0
24597,2012,2014,6-10,275.0
24598,2003,2003,6-5,200.0
24599,1999,2014,6-9,230.0
24600,2003,2007,6-4,180.0
24601,1997,2008,6-9,235.0
24602,2005,2018,6-3,192.0
24603,2014,2014,6-8,239.0
24604,2015,2018,6-4,210.0
24605,2015,2018,6-6,219.0
24606,1994,2005,6-5,190.0
24607,2011,2017,6-5,185.0
24608,2008,2014,6-6,240.0
24609,1986,1990,6-5,195.0
24610,2012,2013,6-5,190.0
24611,2012,2018,6-9,235.0
24612,1991,1995,6-3,190.0
24613,2016,2017,6-6,210.0
24614,2017,2018,6-6,213.0
24615,2005,2008,7-0,280.0
24616,2001,2010,6-3,185.0
24617,2018,2018,6-5,209.0
24618,1994,2003,6-11,225.0
24619,2001,2005,6-8,220.0
24620,1994,1994,6-11,250.0
24621,2004,2018,6-8,235.0
24622,2002,2010,6-5,200.0
24623,1983,1993,6-10,235.0
24624,2002,2003,6-9,242.0
24625,2008,2017,7-1,245.0
24626,1989,2001,6-3,190.0
24627,2003,2003,6-7,220.0
24628,1997,2001,6-0,178.0
24629,2006,2016,6-6,240.0
24630,2004,2010,6-7,220.0
24631,1982,1986,7-0,205.0
24632,2011,2018,6-8,226.0
24633,2011,2013,6-6,225.0
24634,2002,2015,7-0,268.0
24635,2006,2011,6-3,185.0
24636,1997,2004,6-0,180.0
24637,1996,1996,6-8,225.0
24638,1996,2007,6-9,235.0
24640,1987,1987,6-8,210.0
24640,1998,2002,6-7,215.0
24641,1988,1988,6-5,195.0
24643,1980,1992,6-2,175.0
24643,2010,2017,6-5,215.0
24644,1999,1999,6-8,226.0
24645,1986,1987,6-11,230.0
24646,1987,1988,6-4,195.0
24647,1997,2000,6-9,220.0
24648,1986,1986,6-6,205.0
24649,1987,1988,6-7,195.0
24650,1994,1994,6-7,190.0
24651,2011,2015,6-6,220.0
24652,2013,2018,6-11,229.0
24653,1991,1999,5-11,177.0
24654,2017,2018,6-9,230.0
24655,2017,2018,6-11,240.0
24656,2000,2001,6-2,197.0
24657,1992,1999,6-9,215.0
24658,2007,2009,6-9,225.0
24659,2016,2018,6-8,215.0
24660,2009,2017,7-2,270.0
24661,2009,2016,6-9,242.0
24662,2017,2018,6-4,214.0
24663,2012,2013,6-5,180.0
24664,1990,1991,6-9,220.0
24665,1983,1995,6-7,200.0
24666,1991,1998,6-9,205.0
24667,1980,1984,6-3,185.0
24668,2003,2018,6-11,250.0
24669,2009,2018,6-3,188.0
24670,1995,2013,6-8,225.0
24671,2010,2017,6-10,235.0
24672,2014,2017,6-7,225.0
24673,2009,2009,7-0,248.0
24674,1991,2004,6-9,240.0
24675,2016,2018,6-6,205.0
24676,2004,2016,6-4,190.0
24677,1984,1991,6-9,210.0
24678,2007,2007,6-2,184.0
24679,2012,2012,6-7,210.0
24680,1992,1996,7-0,230.0
24681,2006,2007,6-7,210.0
24682,1983,1992,6-2,190.0
24683,1996,2005,6-4,203.0
24684,2006,2006,6-9,225.0
24685,2010,2018,6-4,205.0
24686,2013,2018,6-6,185.0
24687,1980,1982,6-3,180.0
24688,2018,2018,6-5,205.0
24689,2007,2016,7-0,240.0
24690,2016,2018,6-7,220.0
24691,2016,2018,6-10,245.0
24692,1985,1990,6-4,185.0
24693,1998,1999,6-9,245.0
24694,2012,2013,6-8,188.0
24695,2000,2000,6-8,222.0
24696,2015,2018,6-8,206.0
24697,1988,1993,6-11,235.0
24698,1988,1992,6-5,200.0
24699,2014,2014,6-7,204.0
24700,1981,1982,6-8,220.0
24701,2008,2018,6-10,245.0
24702,1989,1994,7-1,245.0
24703,1987,2000,6-3,190.0
24704,2012,2012,6-9,230.0
24705,1993,2008,6-9,220.0
24706,1990,1990,6-8,230.0
24707,2017,2018,6-7,207.0
24708,2001,2011,6-1,180.0
24709,1994,2005,6-6,200.0
24710,1993,1996,6-5,250.0
24711,1995,1995,6-8,205.0
24712,1992,1993,6-6,204.0
24713,2005,2018,6-11,265.0
24714,2004,2013,6-7,210.0
24715,1995,2013,6-9,240.0
24716,1993,1998,6-9,225.0
24717,1980,1989,6-8,215.0
24718,2010,2015,6-3,190.0
24719,1998,2008,6-1,170.0
24720,2016,2017,6-3,200.0
24721,2016,2018,6-7,230.0
24722,2003,2003,7-1,245.0
24723,1986,1986,6-5,215.0
24724,1988,1990,5-10,165.0
24725,1999,2012,6-5,184.0
24726,2000,2000,6-9,235.0
24727,2014,2015,6-8,215.0
24728,2003,2005,6-8,235.0
24729,1985,1995,6-3,185.0
24730,2005,2017,6-9,235.0
24731,2004,2005,6-7,260.0
24732,1992,1992,6-0,180.0
24733,2010,2010,6-11,240.0
24734,1994,2010,6-2,170.0
24735,2009,2010,6-8,225.0
24736,2016,2017,6-5,185.0
24737,2002,2010,7-0,220.0
24738,2018,2018,6-8,208.0
24739,1994,1998,6-0,165.0
24740,1980,1987,6-2,175.0
24741,1983,1989,6-8,210.0
24742,2010,2018,6-10,235.0
24743,2005,2018,6-6,215.0
24744,1998,2011,7-3,238.0
24745,2007,2007,7-1,230.0
24746,2005,2011,7-0,245.0
24747,2007,2018,6-10,235.0
24748,2015,2018,6-8,226.0
24749,2016,2016,6-8,246.0
24750,2017,2018,6-9,190.0
24751,1990,1993,6-5,190.0
24752,2012,2018,6-3,193.0
24753,2018,2018,6-10,210.0
24754,1992,1993,5-10,175.0
24755,1997,2010,6-0,165.0
24756,2005,2014,6-3,200.0
24757,2018,2018,6-7,193.0
24758,2006,2018,6-3,200.0
24759,1998,2009,6-1,185.0
24760,2010,2010,6-3,191.0
24761,2009,2011,6-9,253.0
24762,2017,2018,6-1,201.0
24763,1990,2002,6-4,190.0
24764,2000,2006,6-4,204.0
24765,1993,2006,6-6,220.0
24766,2018,2018,6-8,207.0
24767,2018,2018,6-8,200.0
24768,2005,2008,6-7,215.0
24769,2001,2007,6-10,270.0
24770,1988,2004,6-1,180.0
24771,1988,1990,6-2,183.0
24772,1987,1987,6-3,185.0
24773,2017,2017,5-10,180.0
24774,1985,1985,6-2,190.0
24775,1999,2000,6-11,215.0
24776,2012,2018,6-3,208.0
24777,1994,1994,6-3,185.0
24778,2001,2014,6-8,218.0
24779,1981,1981,6-0,170.0
24780,1982,1984,6-6,205.0
24781,2003,2008,6-6,215.0
24782,1999,2001,6-4,215.0
24783,1991,1994,6-5,190.0
24784,2013,2015,6-10,240.0
24785,2011,2014,6-7,225.0
24786,1991,1998,6-8,220.0
24787,1999,2009,7-0,300.0
24788,2004,2018,6-8,250.0
24790,2002,2014,6-2,188.0
24790,2018,2018,6-1,189.0
24791,2000,2002,6-7,212.0
24792,1999,2014,6-8,223.0
24793,2000,2002,6-8,260.0
24794,2003,2009,6-7,198.0
24795,2006,2007,6-4,195.0
24796,2009,2010,6-10,280.0
24797,1980,1981,6-8,210.0
24798,2003,2004,6-8,225.0
24799,2010,2014,6-5,200.0
24800,2005,2018,6-10,289.0
24801,2015,2016,6-9,218.0
24802,2009,2009,6-5,195.0
24803,2002,2018,6-7,233.0
24804,2003,2013,6-11,230.0
24805,2012,2013,6-3,220.0
24806,2005,2005,6-1,180.0
24807,2013,2017,6-4,215.0
24808,2010,2017,6-1,170.0
24809,1993,1995,5-7,160.0
24810,1994,1997,6-7,220.0
24811,1991,1992,7-0,237.0
24812,2010,2018,6-10,231.0
24813,2015,2015,6-10,235.0
24814,2011,2011,5-11,175.0
24815,2008,2012,7-0,240.0
24816,2004,2005,6-10,210.0
24817,2007,2008,6-9,240.0
24818,2006,2018,6-9,240.0
24819,1998,2010,6-3,190.0
24820,2011,2012,6-3,195.0
24821,1989,2004,5-10,175.0
24822,2017,2018,6-10,230.0
24823,1987,1993,6-7,190.0
24824,2012,2012,5-10,180.0
24825,1980,1980,6-6,195.0
24827,2011,2013,6-11,210.0
24827,2013,2016,6-6,206.0
24828,1982,1984,6-4,175.0
24829,2018,2018,7-0,255.0
24830,1996,1996,6-1,170.0
24831,1993,1994,6-7,210.0
24832,2000,2000,6-9,245.0
24833,2001,2008,6-9,201.0
24834,1982,1999,6-7,215.0
24835,1990,1990,6-2,205.0
24836,1994,2006,6-11,245.0
24837,1982,1994,6-1,185.0
24838,2012,2013,6-8,230.0
24839,2012,2012,6-10,221.0
24840,2010,2018,6-9,250.0
24841,2002,2018,6-7,240.0
24842,1988,1988,6-9,220.0
24844,1986,1986,6-8,240.0
24844,2003,2003,6-11,240.0
24845,1988,2000,6-1,180.0
24846,1992,2001,6-6,250.0
24847,1981,1981,6-11,205.0
24848,2004,2009,6-8,205.0
24849,1980,1996,6-9,215.0
24850,2015,2015,6-3,202.0
24851,2013,2016,6-5,220.0
24852,1981,1984,6-9,205.0
24853,2016,2018,6-7,245.0
24854,1987,1987,6-8,240.0
24855,1982,1991,6-10,235.0
24856,2009,2012,6-5,218.0
24857,2015,2018,6-4,186.0
24858,1980,1992,6-2,200.0
24859,2011,2018,6-7,215.0
24860,2013,2014,6-2,215.0
24861,1990,1990,6-8,210.0
24862,1983,1983,6-11,245.0
24863,2016,2018,6-10,250.0
24864,2002,2002,6-11,265.0
24865,1987,1990,6-6,195.0
24866,1995,1995,6-5,200.0
24867,1989,1989,6-7,175.0
24868,2007,2008,6-7,215.0
24871,1984,1998,6-9,215.0
24871,1985,1989,6-8,215.0
24871,1999,2000,6-3,180.0
24872,2004,2017,6-6,225.0
24873,2017,2018,7-0,245.0
24874,1999,2009,6-3,185.0
24875,2013,2013,6-8,221.0
24876,2017,2018,6-7,190.0
24877,2011,2013,6-4,215.0
24878,1998,1998,6-8,220.0
24879,2006,2010,6-11,250.0
24880,1985,1986,7-0,210.0
24881,1995,2008,6-6,190.0
24882,1981,1986,6-10,225.0
24883,2003,2009,6-4,210.0
24884,1983,1984,6-8,190.0
24885,2018,2018,6-7,223.0
24886,2004,2017,6-8,218.0
24887,2000,2007,6-8,218.0
24888,2013,2013,6-8,251.0
24889,1980,1985,6-9,225.0
24891,1984,1984,6-1,175.0
24891,2005,2005,6-6,215.0
24892,1985,1986,6-11,235.0
24893,2013,2015,6-11,235.0
24894,1994,2004,6-8,250.0
24895,1989,1989,6-9,210.0
24896,2007,2014,6-10,230.0
24897,2013,2017,6-9,252.0
24898,2016,2018,6-2,195.0
24899,1994,1999,5-11,170.0
24900,2009,2018,6-11,265.0
24901,2012,2015,7-0,253.0
24902,1985,2003,6-6,195.0
24903,1994,2000,6-4,195.0
24904,1993,1993,6-10,220.0
24905,1981,1981,6-7,198.0
24906,2012,2018,6-3,193.0
24907,2001,2001,7-2,315.0
24908,2013,2013,6-7,210.0
24909,1986,1986,6-11,245.0
24910,2004,2016,7-0,265.0
24911,2016,2018,7-0,242.0
24912,2012,2018,6-11,245.0
24913,2004,2012,6-8,213.0
24914,2014,2016,6-7,208.0
24915,2008,2010,6-5,215.0
24916,2005,2006,7-1,260.0
24917,2016,2016,6-11,260.0
24918,1981,1982,6-6,218.0
24919,1993,2001,6-9,230.0
24920,1986,1986,6-4,185.0
24921,1983,1987,6-7,225.0
24922,2014,2017,6-11,230.0
24923,1980,1985,6-7,190.0
24924,1990,2003,6-10,230.0
24925,1987,1998,6-10,245.0
24926,2018,2018,6-6,206.0
24927,2012,2012,6-6,215.0
24928,1999,1999,6-11,245.0
24929,1989,2003,6-3,175.0
24930,1985,2001,6-7,215.0
24931,1991,1994,6-11,230.0
24932,2000,2001,6-9,277.0
24933,1989,1996,6-7,195.0
24934,2005,2008,6-9,210.0
24935,1995,2013,6-4,205.0
24936,1994,1994,6-9,235.0
24937,2013,2018,6-7,232.0
24938,1980,1980,6-9,225.0
24939,1980,1980,6-10,230.0
24940,2015,2018,6-4,210.0
24941,1991,1993,6-4,190.0
24942,1990,1993,5-11,153.0
24943,1981,1981,6-4,190.0
24944,1982,1992,6-6,190.0
24945,1994,1999,6-8,215.0
24946,1996,1997,6-1,185.0
24947,1999,2001,6-9,230.0
24948,1996,1997,6-5,210.0
24949,1980,1985,6-6,225.0
24950,1992,1995,7-2,260.0
24951,1990,1997,6-11,230.0
24952,2007,2009,6-6,185.0
24953,2002,2015,6-9,220.0
24954,2015,2015,7-0,245.0
24955,1987,1987,6-9,235.0
24956,1984,1995,6-11,250.0
24957,1997,2005,6-5,179.0
24958,2018,2018,6-10,220.0
24959,1986,2000,6-11,255.0
24960,2006,2013,6-8,245.0
24961,2005,2005,6-0,180.0
24962,2012,2017,6-3,189.0
24963,1998,2009,5-10,173.0
24964,1991,1999,6-1,175.0
24965,1997,2003,7-0,235.0
24966,1988,1993,6-4,210.0
